name	unique reads 181023-190319_Brain_S29	181023-190319_Brain_S29	read count (mult. map. adj.)	181023-190319_Brain_S29181023-190319_Brain_S29(lib)	RPM (total)	coordinateString 181023-190319_Brain_S29	181023-190319_Brain_S29 (lib)	RPM_adj (total)
hsa-mir-3648-1	1.0	11.0	1.8333333333333333	0.42635754762549466	0.40796046581222684	21:hsa;hsa-mir-3648-1,8208473,8208652,+	0.07105959127091577	0.06799341096870447
hsa-mir-3648-1	1.0	11.0	1.8333333333333333	0.42635754762549466	0.40796046581222684	21:hsa;hsa-mir-3648-1,8986999,8987178,+	0.07105959127091577	0.06799341096870447
hsa-mir-4449	1.0	11.0	11.0	0.42635754762549466	0.40796046581222684	4:hsa;hsa-mir-4449,52712682,52712747,+	0.42635754762549466	0.40796046581222684
hsa-mir-3648-2	1.0	11.0	1.8333333333333333	0.42635754762549466	0.40796046581222684	21:hsa;hsa-mir-3648-2,8208473,8208652,+	0.07105959127091577	0.06799341096870447
hsa-mir-4429	7.0	9.0	7.625	0.34883799351176836	0.3337858356645492	2:hsa;hsa-mir-4429,11540605,11540677,-	0.29554330005858154	0.2827907774380209
hsa-mir-548ba	1.0	8.0	8.0	0.3100782164549052	0.29669852059071045	2:hsa;hsa-mir-548ba,49059603,49059658,+	0.3100782164549052	0.29669852059071045
hsa-mir-6129	5.0	5.0	5.0	0.19379888528431574	0.18543657536919403	17:hsa;hsa-mir-6129,49288346,49288454,-	0.19379888528431574	0.18543657536919403
hsa-mir-206	5.0	5.0	3.6666666666666665	0.19379888528431574	0.18543657536919403	6:hsa;hsa-mir-206,52144349,52144434,+	0.14211918254183153	0.13598682193740894
hsa-mir-9903	1.0	5.0	5.0	0.19379888528431574	0.18543657536919403	8:hsa;hsa-mir-9903,98393645,98393738,-	0.19379888528431574	0.18543657536919403
hsa-mir-3120	1.0	3.0	3.0	0.11627933117058945	0.11126194522151642	1:hsa;hsa-mir-3120,172138808,172138888,+	0.11627933117058945	0.11126194522151642
hsa-mir-1225	1.0	3.0	3.0	0.11627933117058945	0.11126194522151642	16:hsa;hsa-mir-1225,2090195,2090284,-	0.11627933117058945	0.11126194522151642
hsa-mir-378i	2.0	3.0	3.0	0.11627933117058945	0.11126194522151642	22:hsa;hsa-mir-378i,41923222,41923297,-	0.11627933117058945	0.11126194522151642
hsa-mir-4500	1.0	2.0	2.0	0.0775195541137263	0.07417463014767761	13:hsa;hsa-mir-4500,87618665,87618740,-	0.0775195541137263	0.07417463014767761
hsa-mir-10395	1.0	2.0	2.0	0.0775195541137263	0.07417463014767761	19:hsa;hsa-mir-10395,12703601,12703664,-	0.0775195541137263	0.07417463014767761
hsa-mir-4662b	1.0	2.0	1.0	0.0775195541137263	0.07417463014767761	8:hsa;hsa-mir-4662b,124821978,124822058,-	0.03875977705686315	0.037087315073838806
hsa-mir-378g	2.0	2.0	2.0	0.0775195541137263	0.07417463014767761	1:hsa;hsa-mir-378g,94745860,94745900,-	0.0775195541137263	0.07417463014767761
hsa-mir-215	2.0	2.0	2.0	0.0775195541137263	0.07417463014767761	1:hsa;hsa-mir-215,220117853,220117962,-	0.0775195541137263	0.07417463014767761
hsa-mir-642b	2.0	2.0	1.5	0.0775195541137263	0.07417463014767761	19:hsa;hsa-mir-642b,45674932,45675008,-	0.05813966558529472	0.05563097261075821
hsa-mir-378d-2	1.0	1.0	1.0	0.03875977705686315	0.037087315073838806	8:hsa;hsa-mir-378d-2,93916022,93916119,-	0.03875977705686315	0.037087315073838806
hsa-mir-196a-2	1.0	1.0	0.5	0.03875977705686315	0.037087315073838806	12:hsa;hsa-mir-196a-2,53991738,53991847,+	0.019379888528431574	0.018543657536919403
hsa-mir-378b	1.0	1.0	1.0	0.03875977705686315	0.037087315073838806	3:hsa;hsa-mir-378b,10330229,10330285,+	0.03875977705686315	0.037087315073838806
hsa-mir-548f-4	1.0	1.0	0.2	0.03875977705686315	0.037087315073838806	7:hsa;hsa-mir-548f-4,147378017,147378121,-	0.00775195541137263	0.007417463014767761
hsa-mir-196a-1	1.0	1.0	0.5	0.03875977705686315	0.037087315073838806	17:hsa;hsa-mir-196a-1,48632490,48632559,-	0.019379888528431574	0.018543657536919403
hsa-mir-517c	1.0	1.0	0.3333333333333333	0.03875977705686315	0.037087315073838806	19:hsa;hsa-mir-517c,53741313,53741407,+	0.012919925685621048	0.012362438357946268
hsa-mir-378d-1	1.0	1.0	0.5	0.03875977705686315	0.037087315073838806	4:hsa;hsa-mir-378d-1,5923275,5923328,-	0.019379888528431574	0.018543657536919403
hsa-mir-18b	1.0	1.0	0.5	0.03875977705686315	0.037087315073838806	X:hsa;hsa-mir-18b,134170041,134170111,-	0.019379888528431574	0.018543657536919403
hsa-mir-6133	1.0	1.0	1.0	0.03875977705686315	0.037087315073838806	7:hsa;hsa-mir-6133,133290881,133290988,+	0.03875977705686315	0.037087315073838806
